,Filename,Predictions,Actual
138,RS20/20-rs-New-Note-Front-View-1024x768.jpg,RS20,RS20
139,RS20/20-rupee-bill-india-red-260nw-9184078.jpg,RS20,RS20
140,RS20/20-rupee-note.jpg,RS20,RS20
141,RS20/20-rupee-old-note-1980-260nw-1480626779.jpg,RS20,RS20
142,RS20/20-rupees-banknote-india-EH3E3K.jpg,RS20,RS20
143,RS20/20-rupees-indian-currency-260nw-1117753625.jpg,RS20,RS20
144,RS20/59669058.jpg,RS20,RS20
145,RS20/60745931d4182876ffbda698be45b431.jpg,RS20,RS20
146,RS20/786-500x500.jpg,RS20,RS20
147,RS20/83346-coin-20-rbi-pixabay.png,RS20,RS20
148,RS20/BNIS0087.jpg,RS20,RS20
149,RS20/afa8xg.jpg,RS20,RS20
150,RS20/afa90y.jpg,RS20,RS20
151,RS20/afa91p.jpg,RS20,RS20
152,RS20/an-indian-bank-note-featuring-mahatma-gandhi-of-20-rupees-B4TW3P.jpg,RS20,RS20
153,RS20/b2pk7c.jpg,RS20,RS20
154,RS20/b2ppkc.jpg,RS20,RS20
155,RS20/b4tw3p.jpg,RS20,RS20
156,RS20/bjd1hk.jpg,RS20,RS20
157,RS20/bt4aga.jpg,RS20,RS20
158,RS20/c27pm9.jpg,RS20,RS20
159,RS20/c7jp5m.jpg,RS20,RS20
160,RS20/c86r44.jpg,RS20,RS20
161,RS20/cennry.jpg,RS20,RS20
162,RS20/cennwk.jpg,RS20,RS20
163,RS20/cent9p.jpg,RS20,RS20
164,RS20/centay.jpg,RS20,RS20
165,RS20/concept-of-indian-currency-twenty-rupee-note-ET0WHN.jpg,RS20,RS20
166,RS20/dfp75j.jpg,None,RS20
167,RS20/dfp76g.jpg,None,RS20
168,RS20/dfp7e6.jpg,None,RS20
169,RS200/image13.jpeg,RS200,RS200
170,RS200/image14.jpeg,RS200,RS200
171,RS200/image15.jpeg,RS200,RS200
172,RS200/image16.jpeg,RS200,RS200
173,RS200/image17.jpeg,RS50,RS200
174,RS200/images.jpg,RS200,RS200
175,RS200/images14.jpg,RS200,RS200
176,RS200/images15.jpg,RS200,RS200
177,RS200/images16.jpg,RS200,RS200
178,RS200/images17.jpg,RS200,RS200
179,RS200/images19.jpg,RS200,RS200
180,RS200/images22.jpg,RS200,RS200
181,RS200/images24.jpg,RS200,RS200
182,RS200/images27.jpg,RS200,RS200
183,RS200/images28.jpg,RS200,RS200
184,RS200/images30.jpg,RS200,RS200
185,RS200/images34.jpg,RS200,RS200
186,RS200/images37.jpg,RS200,RS200
187,RS200/images42.jpg,RS200,RS200
188,RS200/images48.jpg,RS200,RS200
189,RS200/images49.jpg,RS200,RS200
190,RS200/images50.jpg,RS200,RS200
191,RS200/images53.jpg,RS200,RS200
192,RS200/images7.jpg,RS200,RS200
193,RS200/images9.jpg,RS200,RS200
194,RS2000/1200px-India_new_2000_INR2C_MG_series2C_20162C_obverse.jpg,None,RS2000
195,RS2000/1501097715-3622.jpg,None,RS2000
196,RS2000/172-1720769_free-png-rupee-png-images-transparent-new-indian.png,None,RS2000
197,RS2000/2000-696x392.jpg,None,RS2000
198,RS2000/2000-note.jpg,None,RS2000
199,RS2000/2000-rupees-note-back.jpg,None,RS2000
200,RS2000/2020_2image_11_05_513420000rupee-ll.jpg,None,RS2000
201,RS2000/262.png,None,RS2000
202,RS2000/61BijwUNXFL._SL1000_.jpg,None,RS2000
203,RS2000/61N9ToBuOPL._SY355_.jpg,None,RS2000
204,RS2000/67368659.jpg,None,RS2000
205,RS2000/72456117.jpg,None,RS2000
206,RS2000/Fake-2000-rupee-big.jpg,None,RS2000
207,RS2000/close-indian-2000-rupee-notes-260nw-532935331.jpg,None,RS2000
208,RS2000/demonetisation-modi-fake-currency-rs-2000-note-500-note-opposition-banks-atms-rbi-cash-currency.jpg,None,RS2000
209,RS2000/exclusive-a-top-public-sector-bank-told-employees-to-restrict-the-circulation-of-2000-notes.jpg,None,RS2000
210,RS2000/f6c2b9c4b371c74948a922f73b690ce5.jpg,None,RS2000
211,RS2000/file70bnmfvznfdkhdz2ely-1562680972-700x375.jpg,None,RS2000
212,RS2000/h8c1gk.jpg,None,RS2000
213,RS2000/h8c1h5.jpg,None,RS2000
214,RS2000/h8c1hd.jpg,None,RS2000
215,RS2000/h8c1j5.jpg,None,RS2000
216,RS2000/h8gj7r.jpg,RS50,RS2000
217,RS2000/h8gjar.jpg,None,RS2000
218,RS2000/h8gjbc.jpg,None,RS2000
219,RS2000/h8gjc8.jpg,None,RS2000
220,RS2000/h8gjdc.jpg,None,RS2000
221,RS2000/h8gme0.jpg,None,RS2000
222,RS2000/h8gmfj.jpg,None,RS2000
223,RS2000/h8gmhm.jpg,None,RS2000
224,RS2000/h8gmjg.jpg,None,RS2000
225,RS2000/h8gmm0.jpg,None,RS2000
226,RS2000/h8gmpa.jpg,None,RS2000
227,RS2000/h8gn4p.jpg,None,RS2000
228,RS2000/h8gn9n.jpg,None,RS2000
229,RS2000/h8gna6.jpg,None,RS2000
230,RS2000/h8gnaa.jpg,None,RS2000
231,RS2000/h8kap9.jpg,None,RS2000
232,RS2000/h8kapa.jpg,None,RS2000
233,RS2000/h8kapb.jpg,None,RS2000
234,RS2000/h8kape.jpg,None,RS2000
235,RS2000/h8kapg.jpg,None,RS2000
236,RS2000/h99f6c.jpg,None,RS2000
237,RS2000/h99f8c.jpg,None,RS2000
238,RS2000/h99fbd.jpg,RS20,RS2000
239,RS2000/h99fcx.jpg,None,RS2000
240,RS2000/h99ff1.jpg,None,RS2000
241,RS2000/h99fgt.jpg,RS20,RS2000
242,RS2000/h99fkn.jpg,None,RS2000
243,RS2000/h99g8g.jpg,None,RS2000
244,RS2000/haxpwc.jpg,None,RS2000
245,RS2000/haxpwj.jpg,None,RS2000
246,RS2000/haxr8m.jpg,None,RS2000
247,RS2000/hehgk6.jpg,None,RS2000
248,RS2000/hehgx5.jpg,None,RS2000
249,RS2000/how-to-identify-a-genuine-rs-2000-bank-note.jpg,None,RS2000
250,RS2000/image0.jpeg,None,RS2000
251,RS2000/image1.jpeg,None,RS2000
252,RS2000/image10.jpeg,None,RS2000
253,RS2000/image11.jpeg,None,RS2000
254,RS2000/image13.jpeg,None,RS2000
255,RS2000/image14.jpeg,None,RS2000
256,RS2000/image15.jpeg,None,RS2000
257,RS2000/image16.jpeg,None,RS2000
258,RS2000/image18.jpeg,None,RS2000
259,RS2000/image19.jpeg,None,RS2000
260,RS2000/image2.jpeg,None,RS2000
261,RS2000/image5.jpeg,None,RS2000
262,RS2000/image6.jpeg,None,RS2000
263,RS2000/image7.jpeg,None,RS2000
264,RS2000/image9.jpeg,None,RS2000
265,RS2000/images107.jpg,None,RS2000
266,RS2000/images127.jpg,None,RS2000
267,RS2000/images146.jpg,None,RS2000
268,RS2000/images166.jpg,None,RS2000
269,RS2000/images168.jpg,None,RS2000
270,RS2000/images170.jpg,None,RS2000
271,RS2000/images173.jpg,None,RS2000
272,RS2000/images186.jpg,None,RS2000
273,RS2000/images187.jpg,None,RS2000
274,RS2000/images192.jpg,None,RS2000
275,RS2000/images195.jpg,None,RS2000
276,RS2000/images199.jpg,None,RS2000
277,RS2000/images209.jpg,None,RS2000
278,RS2000/images217.jpg,None,RS2000
279,RS2000/images219.jpg,None,RS2000
280,RS2000/images232.jpg,None,RS2000
281,RS2000/images233.jpg,None,RS2000
282,RS2000/images235.jpg,None,RS2000
283,RS2000/images237.jpg,None,RS2000
284,RS2000/images238.jpg,None,RS2000
285,RS2000/images249.jpg,None,RS2000
286,RS2000/images279.jpg,None,RS2000
287,RS2000/images280.jpg,None,RS2000
288,RS2000/images281.jpg,None,RS2000
289,RS2000/images282.jpg,None,RS2000
290,RS2000/images283.jpg,None,RS2000
291,RS2000/images284.jpg,None,RS2000
292,RS2000/images285.jpg,None,RS2000
293,RS2000/images286.jpg,None,RS2000
294,RS2000/images287.jpg,None,RS2000
295,RS2000/images288.jpg,None,RS2000
296,RS2000/images289.jpg,RS100,RS2000
297,RS2000/images57.jpg,None,RS2000
298,RS2000/images60.jpg,None,RS2000
299,RS2000/images64.jpg,None,RS2000
300,RS2000/images72.jpg,None,RS2000
301,RS2000/images82.jpg,None,RS2000
302,RS50/images105.jpg,RS50,RS50
303,RS50/images107.jpg,RS50,RS50
304,RS50/images109.jpg,RS50,RS50
305,RS50/images112.jpg,RS50,RS50
306,RS50/images113.jpg,RS50,RS50
307,RS50/images115.jpg,RS50,RS50
308,RS50/images117.jpg,RS50,RS50
309,RS50/images119.jpg,RS50,RS50
310,RS50/images125.jpg,RS50,RS50
311,RS50/images128.jpg,RS50,RS50
312,RS50/images129.jpg,RS50,RS50
313,RS50/images132.jpg,RS50,RS50
314,RS50/images133.jpg,RS50,RS50
315,RS50/images136.jpg,RS50,RS50
316,RS50/images140.jpg,RS50,RS50
317,RS50/images141.jpg,RS50,RS50
318,RS50/images151.jpg,RS50,RS50
319,RS50/images153.jpg,RS50,RS50
320,RS50/images154.jpg,RS50,RS50
321,RS50/images157.jpg,RS50,RS50
322,RS50/images158.jpg,RS50,RS50
323,RS50/images160.jpg,RS10,RS50
324,RS50/images161.jpg,RS50,RS50
325,RS50/images162.jpg,RS50,RS50
326,RS50/images164.jpg,RS50,RS50
327,RS50/images165.jpg,RS50,RS50
328,RS50/images172.jpg,RS50,RS50
329,RS50/images173.jpg,RS50,RS50
330,RS50/images174.jpg,RS10,RS50
331,RS50/images178.jpg,RS500,RS50
332,RS50/images179.jpg,RS50,RS50
333,RS50/images180.jpg,RS50,RS50
334,RS50/images182.jpg,RS50,RS50
335,RS50/images184.jpg,RS50,RS50
336,RS50/images189.jpg,RS100,RS50
337,RS50/images199.jpg,RS50,RS50
338,RS50/images200.jpg,RS50,RS50
339,RS50/images205.jpg,RS50,RS50
340,RS50/images45.jpg,RS50,RS50
341,RS50/images46.jpg,RS50,RS50
342,RS50/images53.jpg,RS50,RS50
343,RS50/images57.jpg,RS50,RS50
344,RS50/images62.jpg,RS50,RS50
345,RS50/images63.jpg,RS50,RS50
346,RS50/images65.jpg,RS50,RS50
347,RS50/images68.jpg,RS50,RS50
348,RS50/images69.jpg,RS50,RS50
349,RS50/images72.jpg,RS50,RS50
350,RS50/images78.jpg,RS50,RS50
351,RS50/images82.jpg,RS50,RS50
352,RS50/images90.jpg,RS50,RS50
353,RS50/images94.jpg,RS50,RS50
354,RS50/images95.jpg,RS50,RS50
355,RS50/images97.jpg,RS50,RS50
356,RS500/hfgdyg.jpg,RS500,RS500
357,RS500/hfge7h.jpg,RS500,RS500
358,RS500/hfrnpj.jpg,RS500,RS500
359,RS500/hfrnpp.jpg,RS500,RS500
360,RS500/hfrnr4.jpg,RS500,RS500
361,RS500/image0.jpeg,RS500,RS500
362,RS500/image10.jpeg,RS500,RS500
363,RS500/image11.jpeg,RS500,RS500
364,RS500/image12.jpeg,RS500,RS500
365,RS500/image13.jpeg,RS500,RS500
366,RS500/image14.jpeg,RS500,RS500
367,RS500/image17.jpeg,RS500,RS500
368,RS500/image19.jpeg,RS500,RS500
369,RS500/image3.jpeg,RS500,RS500
370,RS500/image4.jpeg,RS500,RS500
371,RS500/image6.jpeg,RS500,RS500
372,RS500/image7.jpeg,RS500,RS500
373,RS500/image8.jpeg,RS500,RS500
374,RS500/image9.jpeg,RS500,RS500
375,RS500/images13.jpg,RS500,RS500
376,RS500/images16.jpg,RS500,RS500
377,RS500/images30.jpg,RS500,RS500
378,RS500/images40.jpg,RS500,RS500
379,RS500/images46.jpg,RS500,RS500
380,RS500/images58.jpg,RS500,RS500
